flight_number,origin,destination,scheduled_departure,scheduled_arrival,inbound_flight_number,inbound_origin,inbound_status,inbound_estimated_arrival,aircraft_latitude,aircraft_longitude,turnaround_time_minutes,gate_status,delay_reason,weather_status,crew_status,passenger_load_factor,estimated_boarding_start,estimated_ready_time
AC752,YEG,YYC,2025-03-15 19:31,2025-03-15 20:53,AC128,YOW,Taxiing,2025-03-15 18:38,53.3074,-113.5427,47,Open,None,Overcast,On Duty,0.78,2025-03-15 19:00,2025-03-15 19:45
AC421,YQB,YYJ,2025-03-15 11:27,2025-03-15 16:27,AC483,YYJ,Delayed,2025-03-15 10:57,47.5911,-106.3029,45,Occupied,Catering,Fog,Standby,0.9,2025-03-15 11:22,2025-03-15 12:05
AC765,YYC,YVR,2025-03-15 13:30,2025-03-15 16:26,AC465,YOW,Taxiing,2025-03-15 13:00,51.1213,-114.0507,36,Open,None,Rain,Ready,0.69,2025-03-15 12:50,2025-03-15 13:35
AC647,YYC,YYJ,2025-03-15 06:21,2025-03-15 09:32,AC993,YQB,En Route,2025-03-15 05:59,49.8905,-100.5996,50,Occupied,Late Inbound,Fog,Standby,0.89,2025-03-15 06:10,2025-03-15 06:57
AC665,YQB,YYC,2025-03-15 17:40,2025-03-15 22:40,AC193,YYC,Taxiing,2025-03-15 16:44,46.7875,-71.3896,50,Assigned,None,Clear,Ready,0.66,2025-03-15 17:02,2025-03-15 17:42
AC589,YVR,YOW,2025-03-15 06:25,2025-03-15 11:25,AC552,YUL,On Time,2025-03-15 05:57,46.9155,-88.5094,35,Open,None,Rain,On Duty,0.67,2025-03-15 05:48,2025-03-15 06:35
AC100,YOW,YWG,2025-03-15 11:56,2025-03-15 16:56,AC872,YHZ,Cancelled,2025-03-15 12:03,44.8808,-63.5086,113,Maintenance,Technical,Fog,In Transit,0.89,2025-03-15 14:07,2025-03-15 14:51
AC381,YOW,YHZ,2025-03-15 10:16,2025-03-15 13:52,AC615,YQB,Cancelled,2025-03-15 09:44,46.7911,-71.3933,95,Unassigned,Weather,Thunderstorm,In Transit,0.92,2025-03-15 10:49,2025-03-15 11:31
AC196,YEG,YYC,2025-03-15 15:53,2025-03-15 17:30,AC450,YYJ,Taxiing,2025-03-15 15:05,53.2917,-113.5797,44,Open,None,Clear,Ready,0.68,2025-03-15 15:18,2025-03-15 15:59
AC684,YQB,YOW,2025-03-15 07:40,2025-03-15 09:30,AC431,YUL,Delayed,2025-03-15 06:55,46.1908,-72.694,60,Assigned,Passenger,Fog,Standby,0.91,2025-03-15 07:40,2025-03-15 08:24
AC976,YYC,YWG,2025-03-15 07:28,2025-03-15 11:48,AC479,YHZ,Landed,2025-03-15 06:40,51.0821,-113.9666,48,Assigned,None,Overcast,On Duty,0.74,2025-03-15 06:59,2025-03-15 07:39
AC567,YHZ,YUL,2025-03-15 18:58,2025-03-15 22:12,AC119,YYC,Delayed,2025-03-15 18:07,50.1736,-106.0873,123,Unassigned,Technical,Heavy Snow,Rest Period,0.91,2025-03-15 19:56,2025-03-15 20:39
AC209,YWG,YYC,2025-03-15 07:44,2025-03-15 12:05,AC348,YVR,On Time,2025-03-15 07:27,49.8509,-114.2731,57,Occupied,Passenger,Overcast,In Transit,0.88,2025-03-15 07:34,2025-03-15 08:18
AC160,YQB,YEG,2025-03-15 15:54,2025-03-15 20:54,AC157,YVR,Cancelled,2025-03-15 16:06,49.1967,-123.1815,84,Unassigned,Weather,Fog,Delayed,0.98,2025-03-15 17:33,2025-03-15 18:18
AC994,YEG,YUL,2025-03-15 10:06,2025-03-15 15:06,AC703,YUL,Delayed,2025-03-15 09:50,47.8139,-87.2078,112,Maintenance,Technical,Thunderstorm,In Transit,0.93,2025-03-15 10:33,2025-03-15 11:18
AC865,YHZ,YWG,2025-03-15 10:28,2025-03-15 15:28,AC288,YOW,Delayed,2025-03-15 10:37,45.4338,-74.889,77,Unassigned,Crew,Thunderstorm,Rest Period,0.94,2025-03-15 12:30,2025-03-15 13:17
AC624,YYJ,YYZ,2025-03-15 14:39,2025-03-15 19:39,AC116,YHZ,Delayed,2025-03-15 14:37,46.3291,-85.0371,83,Occupied,De-icing,Thunderstorm,In Transit,0.9,2025-03-15 16:53,2025-03-15 17:34
AC687,YYJ,YVR,2025-03-15 16:05,2025-03-15 17:08,AC724,YWG,En Route,2025-03-15 15:28,49.2558,-107.6061,68,Unassigned,Fueling,Overcast,Standby,0.9,2025-03-15 16:04,2025-03-15 16:53
AC121,YYJ,YEG,2025-03-15 10:00,2025-03-15 13:00,AC688,YEG,Taxiing,2025-03-15 09:07,48.6825,-123.4176,43,Open,None,Clear,On Duty,0.71,2025-03-15 09:32,2025-03-15 10:17
AC832,YOW,YHZ,2025-03-15 18:11,2025-03-15 21:31,AC293,YUL,En Route,2025-03-15 17:11,45.7911,-73.9643,75,Assigned,ATC,Light Snow,In Transit,0.84,2025-03-15 17:55,2025-03-15 18:45
AC534,YYC,YUL,2025-03-15 20:58,2025-03-16 01:58,AC338,YHZ,On Time,2025-03-15 20:01,45.3278,-63.7964,47,Open,None,Overcast,Ready,0.81,2025-03-15 20:29,2025-03-15 21:12
AC508,YWG,YQB,2025-03-15 18:09,2025-03-15 23:09,AC310,YOW,Taxiing,2025-03-15 17:20,49.872,-97.2409,41,Open,None,Rain,Ready,0.64,2025-03-15 17:32,2025-03-15 18:21
AC295,YHZ,YEG,2025-03-15 18:38,2025-03-15 23:38,AC192,YOW,Landed,2025-03-15 17:48,44.8708,-63.4729,48,Open,None,Overcast,Ready,0.6,2025-03-15 18:13,2025-03-15 18:58
AC544,YYC,YVR,2025-03-15 16:58,2025-03-15 19:42,AC334,YHZ,Taxiing,2025-03-15 16:21,51.0992,-114.0597,42,Open,None,Overcast,On Duty,0.61,2025-03-15 16:30,2025-03-15 17:18
AC162,YWG,YYZ,2025-03-15 17:37,2025-03-15 22:32,AC987,YOW,Landed,2025-03-15 17:07,49.9342,-97.2088,39,Assigned,None,Clear,On Duty,0.64,2025-03-15 17:08,2025-03-15 17:50
AC130,YVR,YUL,2025-03-15 10:13,2025-03-15 15:13,AC308,YYJ,Taxiing,2025-03-15 09:21,49.1501,-123.1443,50,Assigned,None,Clear,Ready,0.68,2025-03-15 09:44,2025-03-15 10:30
AC273,YEG,YYJ,2025-03-15 05:15,2025-03-15 08:26,AC202,YUL,On Time,2025-03-15 04:30,48.863,-91.1615,48,Open,None,Clear,On Duty,0.72,2025-03-15 04:37,2025-03-15 05:26
AC587,YYZ,YYC,2025-03-15 07:11,2025-03-15 12:11,AC363,YYJ,En Route,2025-03-15 06:41,46.339,-105.9271,148,Occupied,Weather,Fog,Rest Period,0.96,2025-03-15 08:49,2025-03-15 09:31
AC834,YVR,YQB,2025-03-15 20:08,2025-03-16 01:08,AC389,YWG,On Time,2025-03-15 19:16,49.6915,-105.8318,49,Assigned,None,Clear,On Duty,0.68,2025-03-15 19:35,2025-03-15 20:19
AC532,YUL,YHZ,2025-03-15 07:28,2025-03-15 10:38,AC777,YEG,En Route,2025-03-15 07:38,47.0941,-83.4277,79,Occupied,Weather,Blizzard,Delayed,0.85,2025-03-15 07:41,2025-03-15 08:21
AC292,YWG,YHZ,2025-03-15 08:39,2025-03-15 13:39,AC562,YEG,On Time,2025-03-15 07:52,53.2329,-111.1397,74,Unassigned,ATC,Gusty Winds,Ready,0.88,2025-03-15 08:22,2025-03-15 09:07
AC567,YWG,YYJ,2025-03-15 19:36,2025-03-16 00:36,AC784,YVR,En Route,2025-03-15 18:40,50.1233,-101.8662,104,Unassigned,De-icing,Heavy Snow,In Transit,0.87,2025-03-15 20:48,2025-03-15 21:32
AC563,YHZ,YYC,2025-03-15 06:24,2025-03-15 11:24,AC666,YWG,Taxiing,2025-03-15 05:45,44.9041,-63.5232,41,Open,None,Clear,Ready,0.79,2025-03-15 05:49,2025-03-15 06:38
AC637,YQB,YYJ,2025-03-15 14:05,2025-03-15 19:05,AC919,YYZ,En Route,2025-03-15 14:09,46.3068,-73.6857,103,Maintenance,Technical,Blizzard,Delayed,0.95,2025-03-15 15:08,2025-03-15 15:57
AC150,YOW,YYC,2025-03-15 11:39,2025-03-15 16:39,AC403,YWG,On Time,2025-03-15 11:23,49.6605,-97.1802,54,Unassigned,Catering,Gusty Winds,In Transit,0.87,2025-03-15 11:27,2025-03-15 12:11
AC160,YQB,YVR,2025-03-15 07:27,2025-03-15 12:27,AC243,YEG,On Time,2025-03-15 06:48,52.3499,-108.6128,41,Open,None,Rain,On Duty,0.7,2025-03-15 06:54,2025-03-15 07:38
AC843,YEG,YVR,2025-03-15 12:34,2025-03-15 15:33,AC310,YUL,Taxiing,2025-03-15 11:56,53.3369,-113.5729,38,Open,None,Rain,Ready,0.73,2025-03-15 12:02,2025-03-15 12:45
AC654,YYC,YVR,2025-03-15 06:12,2025-03-15 09:22,AC257,YYJ,On Time,2025-03-15 05:51,48.8445,-121.2112,59,Unassigned,ATC,Overcast,Standby,0.77,2025-03-15 05:57,2025-03-15 06:44
AC205,YOW,YYJ,2025-03-15 15:17,2025-03-15 20:17,AC849,YVR,En Route,2025-03-15 14:59,45.9711,-86.0954,88,Occupied,De-icing,Fog,Rest Period,0.86,2025-03-15 16:54,2025-03-15 17:38
AC529,YYJ,YHZ,2025-03-15 06:25,2025-03-15 11:25,AC465,YYC,Delayed,2025-03-15 05:47,51.2833,-114.2915,109,Occupied,De-icing,Blizzard,In Transit,0.92,2025-03-15 08:34,2025-03-15 09:22
AC721,YQB,YEG,2025-03-15 20:47,2025-03-16 01:47,AC991,YYJ,Delayed,2025-03-15 20:01,47.7987,-103.3761,75,Assigned,Passenger,Light Snow,Ready,0.77,2025-03-15 20:23,2025-03-15 21:12
AC455,YEG,YYZ,2025-03-15 12:51,2025-03-15 17:51,AC972,YYJ,On Time,2025-03-15 12:46,49.9459,-120.5305,45,Unassigned,Catering,Light Snow,In Transit,0.85,2025-03-15 12:27,2025-03-15 13:13
AC467,YWG,YYC,2025-03-15 09:14,2025-03-15 13:33,AC460,YHZ,Cancelled,2025-03-15 08:10,44.8808,-63.5086,145,Unassigned,Technical,Blizzard,Delayed,0.93,2025-03-15 09:31,2025-03-15 10:21
AC899,YEG,YHZ,2025-03-15 13:31,2025-03-15 18:31,AC964,YUL,On Time,2025-03-15 12:55,47.7899,-86.4821,37,Open,None,Overcast,On Duty,0.63,2025-03-15 13:01,2025-03-15 13:43
AC976,YOW,YYC,2025-03-15 10:45,2025-03-15 15:45,AC459,YYJ,Cancelled,2025-03-15 09:51,48.6469,-123.426,114,Maintenance,Technical,Heavy Snow,Delayed,0.88,2025-03-15 12:22,2025-03-15 13:10
AC874,YYJ,YYC,2025-03-15 08:02,2025-03-15 11:00,AC651,YQB,En Route,2025-03-15 07:09,47.7884,-101.8303,118,Maintenance,Weather,Fog,Rest Period,0.87,2025-03-15 08:26,2025-03-15 09:07
AC431,YYC,YVR,2025-03-15 19:05,2025-03-15 21:48,AC553,YOW,Delayed,2025-03-15 18:34,47.8047,-92.1346,106,Maintenance,De-icing,Blizzard,In Transit,1.0,2025-03-15 19:49,2025-03-15 20:31
AC978,YOW,YYZ,2025-03-15 12:29,2025-03-15 14:23,AC958,YYJ,Taxiing,2025-03-15 11:45,45.3472,-75.6485,47,Open,None,Rain,On Duty,0.76,2025-03-15 11:55,2025-03-15 12:40
AC479,YYC,YEG,2025-03-15 10:27,2025-03-15 12:00,AC340,YEG,Cancelled,2025-03-15 09:05,53.3097,-113.5827,139,Unassigned,Crew,Blizzard,Delayed,1.0,2025-03-15 10:51,2025-03-15 11:38
AC837,YVR,YOW,2025-03-15 16:58,2025-03-15 21:58,AC834,YEG,On Time,2025-03-15 16:15,51.6588,-115.9237,60,Unassigned,Fueling,Light Snow,Standby,0.86,2025-03-15 16:59,2025-03-15 17:39
AC455,YYJ,YYZ,2025-03-15 17:03,2025-03-15 22:03,AC988,YWG,En Route,2025-03-15 16:20,49.3943,-111.7218,64,Assigned,Fueling,Gusty Winds,Ready,0.75,2025-03-15 16:59,2025-03-15 17:45
AC651,YWG,YYC,2025-03-15 08:58,2025-03-15 13:27,AC438,YYC,Taxiing,2025-03-15 08:06,49.9187,-97.2123,46,Assigned,None,Clear,Ready,0.78,2025-03-15 08:31,2025-03-15 09:12
AC847,YYJ,YEG,2025-03-15 08:19,2025-03-15 11:26,AC850,YUL,On Time,2025-03-15 07:45,45.2495,-76.2633,68,Assigned,Late Inbound,Light Snow,Ready,0.91,2025-03-15 08:18,2025-03-15 09:07
AC490,YEG,YQB,2025-03-15 19:27,2025-03-16 00:27,AC241,YYJ,Delayed,2025-03-15 19:08,48.9548,-122.2927,98,Unassigned,Crew,Fog,Rest Period,0.92,2025-03-15 19:56,2025-03-15 20:46
AC869,YHZ,YWG,2025-03-15 09:23,2025-03-15 14:23,AC636,YVR,On Time,2025-03-15 08:49,48.9964,-122.9999,61,Assigned,Fueling,Light Snow,In Transit,0.75,2025-03-15 08:59,2025-03-15 09:48
AC293,YVR,YUL,2025-03-15 14:08,2025-03-15 19:08,AC286,YYJ,Delayed,2025-03-15 13:46,49.2208,-123.6622,59,Occupied,Late Inbound,Gusty Winds,Ready,0.78,2025-03-15 13:46,2025-03-15 14:28
AC737,YWG,YYZ,2025-03-15 20:09,2025-03-16 01:09,AC650,YYZ,Delayed,2025-03-15 19:59,45.332,-83.5105,87,Maintenance,Technical,Blizzard,In Transit,0.93,2025-03-15 21:33,2025-03-15 22:18
AC902,YYJ,YEG,2025-03-15 16:24,2025-03-15 19:41,AC219,YWG,Delayed,2025-03-15 15:29,49.4424,-97.302,126,Unassigned,Crew,Blizzard,Rest Period,0.88,2025-03-15 17:55,2025-03-15 18:42
AC968,YQB,YVR,2025-03-15 16:19,2025-03-15 21:19,AC193,YYJ,Cancelled,2025-03-15 16:20,48.6469,-123.426,111,Occupied,Blizzard,Fog,In Transit,0.95,2025-03-15 18:38,2025-03-15 19:23
AC741,YOW,YYC,2025-03-15 12:25,2025-03-15 17:25,AC513,YWG,On Time,2025-03-15 11:28,49.7006,-93.6699,47,Assigned,None,Clear,On Duty,0.74,2025-03-15 12:00,2025-03-15 12:50
AC292,YYJ,YYZ,2025-03-15 20:13,2025-03-16 01:13,AC414,YVR,On Time,2025-03-15 19:56,48.9867,-123.499,45,Occupied,Late Inbound,Gusty Winds,Ready,0.76,2025-03-15 20:16,2025-03-15 21:04
AC636,YEG,YYJ,2025-03-15 11:19,2025-03-15 14:40,AC620,YUL,Taxiing,2025-03-15 10:30,53.267,-113.6123,45,Open,None,Overcast,Ready,0.82,2025-03-15 10:40,2025-03-15 11:23
AC146,YQB,YYZ,2025-03-15 20:21,2025-03-15 23:18,AC310,YEG,En Route,2025-03-15 19:29,50.9529,-95.7247,71,Assigned,Late Inbound,Gusty Winds,In Transit,0.92,2025-03-15 20:25,2025-03-15 21:07
AC532,YOW,YYC,2025-03-15 19:59,2025-03-16 00:59,AC309,YHZ,Taxiing,2025-03-15 19:21,45.3542,-75.6704,41,Open,None,Overcast,On Duty,0.69,2025-03-15 19:27,2025-03-15 20:16
AC812,YEG,YYZ,2025-03-15 16:18,2025-03-15 21:18,AC231,YYJ,On Time,2025-03-15 15:38,48.8389,-123.4313,50,Open,None,Clear,Ready,0.83,2025-03-15 15:40,2025-03-15 16:24
AC649,YEG,YYC,2025-03-15 19:36,2025-03-15 21:10,AC391,YYC,Cancelled,2025-03-15 18:51,51.1315,-114.0106,100,Unassigned,Crew,Heavy Snow,In Transit,0.98,2025-03-15 20:08,2025-03-15 20:50
AC590,YYZ,YWG,2025-03-15 08:54,2025-03-15 13:29,AC214,YUL,Delayed,2025-03-15 08:07,44.7507,-75.6439,59,Occupied,ATC,Fog,Standby,0.85,2025-03-15 08:34,2025-03-15 09:24
AC842,YOW,YQB,2025-03-15 14:42,2025-03-15 16:26,AC144,YEG,Delayed,2025-03-15 14:32,51.4001,-106.3729,82,Maintenance,Technical,Fog,Delayed,0.99,2025-03-15 16:14,2025-03-15 16:55
AC773,YOW,YHZ,2025-03-15 19:52,2025-03-15 23:22,AC125,YYJ,On Time,2025-03-15 19:16,48.7374,-122.1619,45,Assigned,None,Rain,Ready,0.64,2025-03-15 19:19,2025-03-15 20:07
AC479,YUL,YHZ,2025-03-15 20:23,2025-03-15 23:18,AC246,YYZ,Taxiing,2025-03-15 19:35,45.5063,-73.7146,38,Assigned,None,Clear,Ready,0.8,2025-03-15 19:50,2025-03-15 20:30
AC764,YVR,YYZ,2025-03-15 16:00,2025-03-15 21:00,AC685,YYJ,Delayed,2025-03-15 15:36,49.2298,-123.4288,53,Unassigned,Catering,Fog,Ready,0.83,2025-03-15 15:56,2025-03-15 16:38
AC247,YHZ,YOW,2025-03-15 17:28,2025-03-15 20:49,AC752,YYC,Delayed,2025-03-15 17:17,50.9089,-112.5562,49,Assigned,Fueling,Light Snow,Standby,0.89,2025-03-15 17:11,2025-03-15 17:54
AC313,YUL,YHZ,2025-03-15 20:04,2025-03-15 23:09,AC531,YWG,Cancelled,2025-03-15 19:34,49.91,-97.2398,126,Unassigned,De-icing,Thunderstorm,Rest Period,0.9,2025-03-15 22:04,2025-03-15 22:46
AC322,YOW,YQB,2025-03-15 08:19,2025-03-15 10:33,AC682,YYC,En Route,2025-03-15 07:53,48.5459,-99.3756,125,Occupied,De-icing,Thunderstorm,In Transit,0.9,2025-03-15 09:57,2025-03-15 10:41
AC152,YQB,YEG,2025-03-15 10:45,2025-03-15 15:45,AC322,YOW,Delayed,2025-03-15 10:27,45.4115,-73.9725,124,Unassigned,Crew,Fog,Delayed,0.95,2025-03-15 12:28,2025-03-15 13:18
AC688,YUL,YEG,2025-03-15 12:01,2025-03-15 17:01,AC254,YYC,Delayed,2025-03-15 11:29,49.6337,-101.3056,69,Occupied,Late Inbound,Overcast,Standby,0.85,2025-03-15 11:43,2025-03-15 12:33
AC121,YVR,YQB,2025-03-15 19:50,2025-03-16 00:50,AC982,YYZ,Landed,2025-03-15 19:06,49.2308,-123.1952,44,Assigned,None,Clear,Ready,0.84,2025-03-15 19:12,2025-03-15 19:57
AC446,YWG,YQB,2025-03-15 10:10,2025-03-15 15:10,AC396,YUL,On Time,2025-03-15 09:44,46.4416,-78.4257,64,Assigned,Late Inbound,Overcast,In Transit,0.84,2025-03-15 09:50,2025-03-15 10:34
AC779,YOW,YVR,2025-03-15 06:39,2025-03-15 11:39,AC555,YUL,En Route,2025-03-15 06:32,45.8662,-75.0786,45,Unassigned,Catering,Overcast,Standby,0.78,2025-03-15 06:18,2025-03-15 07:05
AC120,YUL,YWG,2025-03-15 14:40,2025-03-15 19:40,AC787,YYJ,Delayed,2025-03-15 14:12,47.6713,-113.1547,66,Unassigned,ATC,Fog,In Transit,0.86,2025-03-15 14:17,2025-03-15 15:07
AC828,YHZ,YYC,2025-03-15 15:17,2025-03-15 20:17,AC463,YVR,Landed,2025-03-15 14:45,44.8821,-63.4604,41,Assigned,None,Clear,On Duty,0.81,2025-03-15 14:37,2025-03-15 15:17
AC764,YUL,YYZ,2025-03-15 10:13,2025-03-15 12:24,AC817,YYC,Delayed,2025-03-15 09:31,51.4147,-112.9523,62,Assigned,Fueling,Overcast,Ready,0.76,2025-03-15 10:01,2025-03-15 10:41
AC489,YYZ,YYC,2025-03-15 11:29,2025-03-15 16:29,AC581,YYC,Delayed,2025-03-15 11:26,47.8365,-97.7469,91,Unassigned,Technical,Fog,Rest Period,0.96,2025-03-15 12:43,2025-03-15 13:30
AC787,YVR,YWG,2025-03-15 16:22,2025-03-15 21:22,AC924,YUL,Landed,2025-03-15 15:26,49.1532,-123.1743,46,Open,None,Clear,Ready,0.62,2025-03-15 15:45,2025-03-15 16:28
AC840,YVR,YYZ,2025-03-15 18:46,2025-03-15 23:46,AC854,YYZ,En Route,2025-03-15 18:15,45.1426,-93.6193,90,Occupied,De-icing,Thunderstorm,In Transit,0.87,2025-03-15 19:09,2025-03-15 19:50
AC543,YVR,YYZ,2025-03-15 05:51,2025-03-15 10:51,AC315,YYC,On Time,2025-03-15 05:01,50.2318,-116.9988,50,Open,None,Overcast,Ready,0.78,2025-03-15 05:23,2025-03-15 06:13
AC289,YYZ,YWG,2025-03-15 06:21,2025-03-15 11:00,AC106,YQB,En Route,2025-03-15 05:26,45.4144,-74.3844,69,Occupied,Passenger,Fog,Ready,0.77,2025-03-15 06:04,2025-03-15 06:47
AC715,YQB,YYC,2025-03-15 15:55,2025-03-15 20:55,AC618,YEG,On Time,2025-03-15 15:10,52.0536,-108.084,43,Assigned,None,Rain,Ready,0.73,2025-03-15 15:28,2025-03-15 16:15
AC181,YYZ,YEG,2025-03-15 17:42,2025-03-15 22:42,AC112,YYJ,On Time,2025-03-15 17:05,47.7691,-113.573,45,Assigned,None,Rain,Ready,0.74,2025-03-15 17:12,2025-03-15 17:59
AC659,YWG,YHZ,2025-03-15 15:01,2025-03-15 20:01,AC333,YOW,On Time,2025-03-15 14:17,46.785,-80.7173,47,Assigned,None,Overcast,On Duty,0.83,2025-03-15 14:32,2025-03-15 15:14
AC125,YEG,YQB,2025-03-15 10:24,2025-03-15 15:24,AC907,YUL,En Route,2025-03-15 10:21,50.0627,-99.0916,94,Unassigned,Weather,Fog,In Transit,0.99,2025-03-15 11:07,2025-03-15 11:53
AC302,YYC,YHZ,2025-03-15 11:41,2025-03-15 16:41,AC609,YYZ,Delayed,2025-03-15 11:13,45.473,-87.8548,68,Occupied,Fueling,Fog,In Transit,0.83,2025-03-15 11:42,2025-03-15 12:29
AC208,YYZ,YHZ,2025-03-15 17:02,2025-03-15 21:20,AC431,YUL,En Route,2025-03-15 16:44,44.1207,-78.764,76,Maintenance,Blizzard,Fog,Delayed,0.91,2025-03-15 18:21,2025-03-15 19:05
AC713,YEG,YVR,2025-03-15 09:48,2025-03-15 12:53,AC642,YUL,On Time,2025-03-15 09:36,45.41,-74.3475,47,Occupied,Late Inbound,Gusty Winds,Ready,0.91,2025-03-15 09:34,2025-03-15 10:19
AC905,YHZ,YWG,2025-03-15 10:48,2025-03-15 15:48,AC668,YYC,Delayed,2025-03-15 10:12,48.3387,-93.4101,52,Assigned,Fueling,Fog,Ready,0.85,2025-03-15 10:45,2025-03-15 11:25
AC868,YVR,YEG,2025-03-15 10:29,2025-03-15 13:26,AC738,YOW,Taxiing,2025-03-15 09:52,49.2258,-123.2039,41,Assigned,None,Clear,On Duty,0.7,2025-03-15 10:04,2025-03-15 10:46
AC352,YYZ,YWG,2025-03-15 05:03,2025-03-15 09:47,AC748,YYC,Landed,2025-03-15 04:25,43.6882,-79.6212,45,Open,None,Overcast,On Duty,0.72,2025-03-15 04:38,2025-03-15 05:28
AC402,YQB,YVR,2025-03-15 20:06,2025-03-16 01:06,AC853,YYZ,Taxiing,2025-03-15 19:22,46.7555,-71.4408,41,Assigned,None,Overcast,Ready,0.67,2025-03-15 19:35,2025-03-15 20:25
AC477,YEG,YVR,2025-03-15 20:31,2025-03-15 23:30,AC894,YYJ,Delayed,2025-03-15 20:00,49.4077,-121.0755,53,Occupied,Late Inbound,Overcast,Standby,0.77,2025-03-15 20:26,2025-03-15 21:10
AC117,YUL,YHZ,2025-03-15 19:48,2025-03-15 22:50,AC153,YVR,Taxiing,2025-03-15 19:01,45.4852,-73.7512,48,Open,None,Overcast,On Duty,0.74,2025-03-15 19:23,2025-03-15 20:08
AC431,YYZ,YYC,2025-03-15 05:57,2025-03-15 10:57,AC623,YVR,On Time,2025-03-15 05:10,48.9597,-120.0315,61,Unassigned,ATC,Light Snow,In Transit,0.78,2025-03-15 05:54,2025-03-15 06:39
AC522,YHZ,YVR,2025-03-15 06:11,2025-03-15 11:11,AC868,YEG,Cancelled,2025-03-15 06:17,53.3097,-113.5827,101,Unassigned,De-icing,Blizzard,In Transit,0.97,2025-03-15 06:31,2025-03-15 07:18
AC345,YYC,YOW,2025-03-15 16:39,2025-03-15 21:39,AC760,YYZ,On Time,2025-03-15 16:07,47.6725,-96.3198,42,Open,None,Overcast,Ready,0.61,2025-03-15 16:00,2025-03-15 16:45
AC622,YEG,YYZ,2025-03-15 05:24,2025-03-15 10:24,AC604,YYC,Taxiing,2025-03-15 04:50,53.2827,-113.5836,41,Open,None,Clear,Ready,0.75,2025-03-15 04:57,2025-03-15 05:42
AC621,YQB,YHZ,2025-03-15 08:37,2025-03-15 11:08,AC506,YUL,En Route,2025-03-15 08:17,46.4837,-72.2809,140,Occupied,Blizzard,Thunderstorm,Rest Period,0.93,2025-03-15 08:43,2025-03-15 09:27
AC502,YHZ,YYC,2025-03-15 09:52,2025-03-15 14:52,AC766,YVR,On Time,2025-03-15 09:14,47.7031,-98.7998,47,Assigned,None,Clear,Ready,0.63,2025-03-15 09:26,2025-03-15 10:09
AC707,YYC,YOW,2025-03-15 12:54,2025-03-15 17:54,AC469,YHZ,En Route,2025-03-15 13:08,49.4202,-102.1098,98,Unassigned,Crew,Heavy Snow,Rest Period,0.85,2025-03-15 13:57,2025-03-15 14:43
AC716,YWG,YEG,2025-03-15 13:11,2025-03-15 17:38,AC603,YUL,En Route,2025-03-15 13:01,49.3421,-91.4387,81,Maintenance,Blizzard,Heavy Snow,Delayed,0.98,2025-03-15 14:29,2025-03-15 15:13
AC199,YQB,YUL,2025-03-15 08:40,2025-03-15 10:22,AC476,YYZ,En Route,2025-03-15 08:19,46.3295,-73.8653,54,Unassigned,ATC,Gusty Winds,Standby,0.86,2025-03-15 08:28,2025-03-15 09:12
AC751,YOW,YVR,2025-03-15 07:58,2025-03-15 12:58,AC587,YYZ,En Route,2025-03-15 07:28,44.8366,-77.7411,63,Assigned,Catering,Gusty Winds,Standby,0.75,2025-03-15 07:35,2025-03-15 08:16
AC138,YEG,YYZ,2025-03-15 19:10,2025-03-16 00:10,AC542,YYJ,Landed,2025-03-15 18:17,53.3307,-113.5608,43,Open,None,Rain,Ready,0.84,2025-03-15 18:35,2025-03-15 19:18
AC992,YYZ,YYC,2025-03-15 16:46,2025-03-15 21:46,AC340,YYC,Delayed,2025-03-15 17:17,49.6521,-109.2172,81,Unassigned,Blizzard,Fog,Delayed,0.96,2025-03-15 17:02,2025-03-15 17:49
AC843,YHZ,YQB,2025-03-15 07:29,2025-03-15 10:06,AC653,YQB,On Time,2025-03-15 06:54,45.7058,-68.1956,56,Unassigned,Late Inbound,Overcast,Standby,0.83,2025-03-15 07:24,2025-03-15 08:11
AC542,YEG,YHZ,2025-03-15 09:19,2025-03-15 14:19,AC716,YVR,En Route,2025-03-15 09:08,52.2868,-115.1863,50,Unassigned,Catering,Overcast,Ready,0.9,2025-03-15 09:04,2025-03-15 09:54
AC747,YHZ,YYJ,2025-03-15 18:37,2025-03-15 23:37,AC971,YUL,On Time,2025-03-15 18:03,45.3928,-71.3279,36,Open,None,Overcast,Ready,0.85,2025-03-15 18:03,2025-03-15 18:51
AC800,YUL,YOW,2025-03-15 06:59,2025-03-15 08:22,AC600,YEG,On Time,2025-03-15 06:37,52.3022,-109.3106,57,Unassigned,Passenger,Overcast,Ready,0.86,2025-03-15 07:00,2025-03-15 07:41
AC954,YWG,YUL,2025-03-15 05:00,2025-03-15 10:00,AC833,YOW,Taxiing,2025-03-15 04:18,49.8903,-97.2689,47,Open,None,Clear,On Duty,0.66,2025-03-15 04:23,2025-03-15 05:13
AC116,YOW,YYZ,2025-03-15 07:03,2025-03-15 08:50,AC402,YYZ,On Time,2025-03-15 06:09,43.7324,-78.2188,46,Assigned,None,Overcast,Ready,0.71,2025-03-15 06:25,2025-03-15 07:10
AC538,YOW,YYC,2025-03-15 15:29,2025-03-15 20:29,AC750,YYJ,On Time,2025-03-15 14:30,47.0992,-102.8235,50,Assigned,None,Overcast,On Duty,0.61,2025-03-15 15:04,2025-03-15 15:45
